-0.749817, 0.106223, 0.30449
-0.892473, -0.783961, -0.210731
-0.718459, -0.391272, 0.923296
0.654258, -0.373092, -0.208115
-0.609917, 0.357851, 0.673057
0.714598, 0.812036, 0.906381
-0.686627, -0.525222, -0.290598
-0.065034, 0.781678, 0.953289
-0.218853, 0.328335, -0.826618
0.145602, -0.908051, -0.069187
0.660081, 0.961867, -0.298667
0.456567, -0.516231, -0.940787
0.811998, 0.173437, 0.813069
-0.218607, 0.39209, 0.292701
0.102872, -0.784095, -0.374732
-0.810582, 0.855901, -0.707777
0.307942, 0.257924, 0.934365
0.733725, 0.693933, -0.113188
-0.34706, 0.645681, 0.424328
0.250639, -0.871375, 0.135891
-0.81047, -0.828943, 0.867947
-0.952021, -0.166349, -0.781099
0.049667, 0.041238, 0.846099
0.782131, 0.12243, -0.682993
0.402396, 0.029145, 0.861645
-0.182286, -0.075004, -0.403978
0.248987, 0.025711, -0.41268
0.780596, -0.784369, 0.037804
0.994519, -0.889487, 0.771077
0.922489, 0.123274, -0.134907
-0.10716, 0.061713, 0.431794
0.794551, 0.304506, 0.958665
-0.127537, -0.093271, -0.876614
-0.119153, -0.761807, 0.431147
-0.304666, -0.502499, 0.377389
-0.089265, 0.387196, -0.597768
-0.900999, -0.203993, -0.772897
0.247387, -0.494786, -0.156469
0.860245, 0.3395, -0.942224
0.70006, 0.938234, 0.04373
0.839728, -0.469583, -0.387204
-0.041659, 0.505777, 0.985937
-0.522992, -0.262587, 0.205885
0.751384, -0.970193, 0.091676
0.105606, -0.035518, -0.26257
0.876781, 0.332135, 0.225549
0.383564, 0.67235, -0.236448
-0.213307, 0.828204, -0.830357
0.66589, -0.999523, -0.801599
0.771411, -0.449263, -0.367441
0.600162, 0.064406, 0.533639
0.745409, -0.086857, -0.753113
0.812298, -0.204094, 0.311421
-0.687738, -0.525414, -0.63062
-0.02517, 0.826774, 0.799347
-0.172165, -0.793331, -0.154857
0.278149, 0.164393, 0.600697
0.841448, 0.974038, 0.536839
0.517549, -0.490564, 0.788702
0.538172, 0.275569, 0.231046
-0.297873, 0.739341, -0.907023
0.882306, 0.563304, 0.213796
0.323306, 0.124867, -0.463093
-0.618783, -0.494951, -0.189305
-0.420669, -0.021934, 0.353016
0.826772, -0.091078, -0.746288
-0.585546, -0.275416, -0.583598
-0.622488, 0.81249, 0.732292
0.535244, 0.840044, 0.82162
0.773989, 0.392733, -0.440936
-0.999935, 0.123117, 0.194022
-0.638819, 0.953416, -0.959498
-0.178883, -0.132982, -0.675083
0.452035, -0.803945, -0.62588
-0.209489, 0.637183, -0.624283
-0.465087, -0.498416, -0.545085
0.247795, 0.169242, 0.956229
-0.679353, -0.784584, 0.507012
-0.770164, 0.163037, -0.732596
-0.93485, -0.664259, -0.750077
0.180232, -0.280094, 0.9238
0.384529, 0.961769, 0.858803
-0.905028, -0.290707, -0.916304
-0.162363, -0.853547, 0.554853
0.91243, -0.001523, -0.311174
-0.786081, -0.16107, 0.909926
-0.437287, 0.90778, -0.20389
0.311873, -0.814429, 0.337649
0.186799, 0.741564, -0.391085
0.538241, 0.420841, 0.376036
0.267987, 0.825932, 0.017033
-0.55552, -0.789753, -0.139561
-0.22053, 0.244051, 0.34721
-0.776932, 0.038464, 0.604388
0.749248, -0.439102, 0.27518
0.052607, 0.757545, 0.01184
-0.455681, 0.490491, -0.83812
-0.278459, -0.506913, -0.956163
0.426963, 0.910029, -0.353516
-0.85719, 0.641235, 0.537538
0.994927, -0.581728, -0.395672
0.023588, -0.916705, 0.270445
-0.80894, -0.888471, 0.076604
0.866847, 0.288184, -0.864232
-0.161419, -0.57865, -0.042954
-0.254615, -0.478084, 0.665559
0.110945, -0.263347, -0.737431
0.249729, -0.69795, -0.025865
0.397465, 0.379898, -0.201019
-0.947891, 0.327244, -0.411636
0.655497, -0.650957, 0.518782
0.112967, 0.117781, -0.596491
0.574792, -0.651807, -0.058955
-0.802727, -0.886434, -0.018454
-0.114058, -0.259569, 0.901365
-0.433087, 0.808634, 0.716798
0.607638, 0.344474, 0.161676
0.936145, 0.374909, 0.574365
-0.47969, 0.962678, -0.105765
0.932624, -0.323194, 0.117588
-0.681981, -0.450096, 0.215761
-0.340067, -0.016226, 0.241049
0.347972, -0.479441, -0.036716
-0.95684, 0.236015, -0.884211
0.610334, 0.335674, -0.852827
0.355896, -0.619276, -0.722574
0.454561, -0.254901, 0.551066
-0.113883, 0.339404, 0.845416
-0.567665, -0.971126, -0.567928
0.571895, 0.581367, 0.428386
-0.095749, 0.469261, -0.045142
0.512726, 0.482111, 0.148335
0.486849, -0.56049, 0.809861
0.585038, 0.098357, 0.413987
-0.8816, -0.992886, -0.62166
-0.771438, -0.699041, 0.398982
0.340277, 0.202827, -0.824854
0.952192, -0.636529, -0.4396
-0.711921, 0.780995, 0.717114
-0.052603, -0.491407, 0.34149
0.566012, 0.499636, -0.368416
-0.857796, 0.635064, -0.394388
0.945005, -0.447295, 0.753126
-0.11305, -0.227196, 0.297329
0.022084, -0.699639, -0.127075
0.466323, 0.959786, 0.209107
-0.841953, -0.478727, 0.027425
0.373119, -0.552545, -0.295413
-0.103574, 0.478259, 0.299674
0.485754, 0.216412, 0.577452
-0.979813, -0.574333, 0.227441
-0.493153, 0.786378, -0.772217
0.996352, -0.16676, -0.581106
0.369818, 0.756709, -0.376291
0.840025, 0.730405, -0.642062
-0.722286, -0.384755, 0.110578
-0.824488, -0.87555, 0.23087
-0.501162, 0.492774, 0.062729
0.97418, -0.699696, 0.649449
0.003918, -0.817134, 0.167826
-0.904998, -0.484407, 0.54544
0.174404, -0.713365, -0.244821
-0.992024, -0.205054, 0.953424
-0.560061, 0.790612, -0.87205
0.358458, 0.167431, -0.62397
-0.535652, 0.221042, -0.09812
-0.006091, 0.628105, -0.482047
-0.259316, 0.483756, 0.169847
0.764627, -0.376511, -0.121297
0.06801, 0.683408, -0.651991
-0.897086, 0.328548, 0.976804
-0.391456, -0.661459, 0.08767
0.297774, 0.869483, -0.880941
-0.419015, 0.860466, 0.663281
-0.542928, 0.777708, -0.649984
0.323, -0.846431, -0.674794
0.646819, -0.117647, -0.758916
0.772283, -0.093612, 0.066754
0.329047, -0.628448, -0.740911
0.768219, 0.20597, -0.720087
-0.545107, -0.984113, -0.440848
-0.405379, -0.375886, -0.003815
0.450774, -0.876224, 0.411974
-0.483986, -0.116507, -0.081633
0.460497, 0.598529, 0.316043
-0.110375, -0.787241, 0.878034
0.95344, -0.349517, 0.930088
-0.612139, 0.125319, -0.468774
-0.396999, 0.79861, 0.970721
-0.548933, 0.758648, 0.987363
-0.89964, 0.081547, -0.963893
-0.138244, -0.241749, -0.86922
-0.309319, -0.370542, 0.244669
0.678552, -0.430305, -0.157161
0.029362, -0.945582, 0.677761
0.973372, 0.837258, -0.840298
-0.170398, -0.212766, 0.097875
-0.099843, 0.902173, -0.676189
0.21954, 0.071471, 0.840297
0.750017, -0.995987, -0.83335
0.970809, 0.696191, 0.536819
0.837127, -0.183905, -0.014532
-0.369889, -0.682418, 0.296846
0.602942, -0.246156, 0.898756
-0.469867, 0.962314, 0.376366
0.041457, 0.84273, 0.052717
-0.308261, 0.25031, 0.795675
-0.442225, -0.005198, 0.943198
0.571181, 0.524079, -0.273601
-0.083805, -0.275714, -0.749356
0.673366, 0.339021, 0.779575
0.770499, 0.125056, 0.803273
0.528282, -0.236785, -0.373509
0.531289, 0.586661, 0.606832
-0.617113, -0.52419, -0.412829
0.907755, -0.950031, -0.097652
0.055119, -0.251455, 0.410373
-0.237609, -0.204448, -0.243719
0.846293, -0.536528, -0.345236
