img0.JPEG, 0.954809, 0.225658, -0.435404
img1.JPEG, -0.575501, 0.833966, 0.404513
img2.JPEG, -0.677747, -0.147865, -0.485732
img3.JPEG, 0.033538, -0.028712, 0.590079
img4.JPEG, -0.711594, -0.762686, -0.419106
img5.JPEG, 0.333632, -0.229939, 0.878812
img6.JPEG, 0.847321, -0.319093, -0.25897
img7.JPEG, 0.094604, 0.18874, 0.55825
img8.JPEG, -0.684418, 0.7311, -0.381329
img9.JPEG, 0.934437, 0.8137, 0.840712
img10.JPEG, 0.320627, -0.026849, 0.265928
img11.JPEG, -0.841745, 0.541943, 0.561593
img12.JPEG, -0.229995, 0.668707, -0.792249
img13.JPEG, -0.058879, -0.127331, -0.899719
img14.JPEG, -0.959222, 0.32109, 0.08852
img15.JPEG, -0.006311, 0.303295, -0.734766
img16.JPEG, -0.046099, 0.701586, 0.700372
img17.JPEG, 0.841834, 0.872647, -0.392402
img18.JPEG, -0.20986, -0.245005, -0.73315
img19.JPEG, 0.160511, 0.521973, 0.936991
img20.JPEG, -0.649069, -0.851701, -0.507653
img21.JPEG, -0.230326, -0.776697, 0.285895
img22.JPEG, -0.60426, 0.620105, -0.260663
img23.JPEG, -0.466602, 0.716602, -0.343113
img24.JPEG, -0.924666, 0.051077, 0.670924
img25.JPEG, -0.910188, -0.984154, -0.615829
img26.JPEG, 0.864822, 0.416724, 0.395436
img27.JPEG, -0.005124, 0.068285, -0.359448
img28.JPEG, 0.415345, -0.030276, -0.474703
img29.JPEG, -0.344241, 0.334067, 0.335648
img30.JPEG, 0.058168, -0.322216, 0.595589
img31.JPEG, 0.053386, -0.009891, 0.16885
img32.JPEG, -0.830094, 0.332931, -0.876307
img33.JPEG, -0.080306, -0.399938, 0.709944
img34.JPEG, -0.145582, 0.681431, 0.177753
img35.JPEG, 0.08291, 0.096387, 0.974647
img36.JPEG, 0.452745, 0.467065, -0.076588
img37.JPEG, 0.665706, -0.886004, 0.020546
img38.JPEG, -0.651349, 0.734618, 0.211817
img39.JPEG, -0.635755, 0.480136, 0.405208
img40.JPEG, -0.754689, -0.014405, -0.547665
img41.JPEG, -0.182932, 0.155615, -0.745755
img42.JPEG, 0.50629, -0.128196, 0.370044
img43.JPEG, -0.220519, -0.535072, -0.442229
img44.JPEG, 0.916633, -0.309991, 0.854771
img45.JPEG, -0.870168, 0.539398, -0.849102
img46.JPEG, 0.338178, -0.416755, 0.163635
img47.JPEG, 0.202955, 0.448993, -0.877638
img48.JPEG, -0.052826, 0.515258, -0.497451
img49.JPEG, -0.066183, -0.872067, 0.44286
img50.JPEG, -0.334899, -0.286026, -0.941295
img51.JPEG, 0.728151, 0.798529, 0.451495
img52.JPEG, -0.939673, 0.241578, 0.148565
img53.JPEG, 0.952808, 0.902922, -0.657636
img54.JPEG, 0.443639, -0.55898, -0.668795
img55.JPEG, -0.359544, -0.857299, 0.269203
img56.JPEG, -0.660585, 0.623149, -0.188743
img57.JPEG, 0.640798, -0.304233, 0.672315
img58.JPEG, -0.917186, -0.280836, 0.433721
img59.JPEG, -0.031989, 0.074109, -0.623957
img60.JPEG, -0.518441, -0.958505, 0.987159
img61.JPEG, 0.816963, 0.416035, 0.672864
img62.JPEG, 0.443079, -0.420141, -0.065672
img63.JPEG, -0.122288, -0.699165, 0.966054
