img0.JPEG, 28.739, -171.7371, -24.8648, -0.717656, -0.913377, -0.035062, 0.121445, -0.19055, -0.947391, 0.2267, 166.049, -0.191971, -0.954455, 0.22839
img1.JPEG, 138.4014, 70.0239, -25.9389, 0.075599, 0.133199, -0.067406, -0.16304, -0.791848, -0.026701, 0.587946, 198.7668, -0.802588, -0.027063, 0.59592
img2.JPEG, 28.9337, -17.9521, -56.9308, 0.118121, -0.576815, -0.631845, 0.859384, 0.144922, -0.250423, -0.421599, 61.5051, 0.283422, -0.489748, -0.824512
img3.JPEG, -149.4864, 69.4521, -40.6194, 0.051399, -0.74287, -0.644235, -0.393584, 0.691593, -0.4158, -0.440342, 226.3554, 0.752313, -0.452306, -0.479003
img4.JPEG, -23.6361, 118.4308, 73.9667, -0.852812, -0.307083, -0.3714, 0.294328, -0.589596, 0.608651, 0.441919, 145.7656, -0.616923, 0.636861, 0.462401
img5.JPEG, 59.1502, 140.5884, 32.7866, -0.125109, -0.847035, -0.108175, -0.412477, 0.071424, -0.83246, 0.363003, 228.721, 0.078404, -0.913819, 0.398481
img6.JPEG, 6.5425, 59.6877, 40.1548, -0.173826, -0.243082, 0.86984, -0.823095, 0.124067, -0.483626, -0.270607, 290.7916, 0.218465, -0.851598, -0.476502
img7.JPEG, 6.1386, 169.1165, 30.136, 0.754452, 0.301488, -0.475584, 0.105299, -0.253519, 0.961207, -0.026852, 167.9112, -0.254937, 0.966581, -0.027002
img8.JPEG, 53.8818, -18.2553, 62.8887, -0.327552, 0.687953, 0.153396, -0.713434, -0.455416, -0.11271, -0.520485, 271.0301, -0.649924, -0.160849, -0.742783
img9.JPEG, -19.608, 161.3175, -5.4394, 0.720445, -0.343714, 0.212162, 0.167736, 0.018529, 0.972545, 0.160242, 160.6875, 0.018796, 0.986522, 0.162545
img10.JPEG, -114.8819, -16.8909, -65.2559, 0.833262, -0.518843, -0.125262, 0.381582, -0.744748, 0.382948, -0.391275, 135.1365, -0.805713, 0.414296, -0.423304
img11.JPEG, -31.0706, 18.3071, 75.0901, 0.931638, -0.817799, -0.210812, 0.728216, -0.303052, -0.039611, 0.613427, 86.526, -0.442187, -0.057797, 0.895059
img12.JPEG, -4.8099, -27.974, 109.1906, 0.986039, -0.943672, 0.018294, 0.569942, 0.173243, -0.173095, 0.784341, 110.5076, 0.210839, -0.210658, 0.954553
img13.JPEG, 95.5378, -34.6173, 49.8938, -0.480978, -0.132561, 0.097004, 0.488901, 0.725297, 0.116847, 0.47039, 121.4633, 0.831439, 0.133947, 0.539229
img14.JPEG, -19.327, 162.3252, -63.5844, 0.375316, -0.017197, 0.131757, -0.216114, -0.491279, -0.841543, -0.061192, 204.9618, -0.50317, -0.861912, -0.062673
img15.JPEG, 2.2027, 14.617, -153.4202, -0.639529, -0.213546, 0.767999, 0.225589, 0.128164, 0.010683, -0.965696, 153.925, 0.131556, 0.010966, -0.991248
img16.JPEG, 81.5018, 23.6215, -54.2352, 0.55151, -0.513049, 0.025223, -0.599102, -0.639391, 0.153235, 0.456919, 253.6112, -0.798567, 0.191383, 0.570669
img17.JPEG, -120.7307, -14.8355, 101.229, 0.089907, -0.318119, 0.437892, -0.397862, 0.49758, 0.706681, -0.307768, 226.8892, 0.542354, 0.770271, -0.335462
img18.JPEG, 43.1226, 177.4302, -6.7848, 0.144003, -0.454423, 0.700289, -0.000922, 0.063246, 0.927674, -0.367994, 180.1057, 0.063246, 0.927675, -0.367994
img19.JPEG, 0.7114, 65.7667, 133.9181, -0.960003, 0.170488, 0.105238, 0.331775, -0.497568, 0.217291, 0.771451, 141.2469, -0.527443, 0.230337, 0.817771
img20.JPEG, -55.177, 171.8844, 38.2867, -0.295787, 0.232268, -0.903637, -0.092242, -0.320876, 0.82444, 0.456978, 190.5852, -0.32225, 0.82797, 0.458935
img21.JPEG, 15.1616, -141.5973, -21.4029, 0.008603, -0.391441, -0.596149, 0.343478, -0.131195, -0.927891, 0.06188, 139.8221, -0.139694, -0.988, 0.065889
img22.JPEG, 48.8979, -41.224, -145.7378, -0.912812, 0.384393, -0.639554, -0.390219, 0.192143, 0.464599, 0.771335, 225.9363, 0.208688, 0.504603, 0.837751
img23.JPEG, 20.358, -0.3023, 24.1313, 0.152539, -0.649976, 0.448806, -0.962416, -0.173362, -0.034402, -0.206197, 328.4835, -0.638348, -0.126674, -0.759254
img24.JPEG, 15.4534, 146.9411, -58.0977, 0.027092, -0.390388, 0.357972, -0.183876, -0.494703, -0.811895, 0.249569, 201.1913, -0.503284, -0.825979, 0.253898
img25.JPEG, 83.0974, -3.7336, 13.8268, -0.611593, 0.112184, 0.854519, -0.739956, -0.661019, -0.055591, -0.111485, 275.4553, -0.982701, -0.082643, -0.165738
img26.JPEG, -156.3175, -9.463, 47.2956, -0.29738, -0.330865, -0.440982, -0.219711, 0.886691, 0.406744, -0.008076, 205.3842, 0.9089, 0.416932, -0.008279
img27.JPEG, 31.0707, -68.7869, -141.6993, -0.515387, -0.66192, 0.379097, 0.403727, -0.441616, -0.387315, -0.701403, 132.3772, -0.482704, -0.423351, -0.766662
img28.JPEG, -63.885, 37.7291, -1.334, -0.692207, -0.405033, 0.349407, 0.804936, -0.497421, 0.280182, 0.161705, 72.7919, -0.83831, 0.472194, 0.272524
img29.JPEG, 50.626, 8.3919, 148.8922, -0.700908, -0.327591, -0.628284, 0.271888, 0.050621, 0.428537, 0.860158, 148.4468, 0.052602, 0.445312, 0.893829
img30.JPEG, -132.4657, 51.3587, -50.9226, -0.340372, 0.172968, -0.033688, 0.49843, -0.669613, 0.512264, 0.201919, 120.2076, -0.772396, 0.590894, 0.232913
img31.JPEG, -97.7829, 15.0513, -98.7285, 0.319479, -0.359055, 0.967338, -0.499385, 0.421119, -0.622933, 0.430381, 239.9186, 0.486068, -0.719006, 0.496758
img32.JPEG, 64.1647, -171.6959, -23.8078, 0.919405, -0.185856, -0.280072, -0.169298, 0.136682, 0.834821, -0.505698, 199.494, 0.138684, 0.847048, -0.513104
img33.JPEG, -98.4873, -35.1366, -65.4529, -0.796808, 0.024006, -0.832765, 0.399984, -0.714061, 0.224645, -0.528833, 132.8456, -0.779098, 0.245106, -0.577
img34.JPEG, -61.1249, 74.6884, 51.9807, -0.818471, 0.326206, 0.7152, -0.480163, 0.592256, -0.292359, -0.577237, 237.3921, 0.675182, -0.333294, -0.658061
img35.JPEG, 91.1752, 19.8281, -62.0745, 0.165075, -0.375894, -0.79755, 0.527262, 0.665037, -0.259562, -0.460813, 116.3587, 0.78267, -0.305474, -0.542322
img36.JPEG, 2.9273, 25.5106, -55.221, -0.423456, 0.124099, -0.042954, 0.861355, 0.124368, 0.184034, -0.456871, 61.0618, 0.244818, 0.362271, -0.899347
img37.JPEG, 29.9508, 39.723, 164.289, 0.145039, -0.899214, 0.541411, -0.211148, 0.291912, -0.285611, -0.888049, 204.3793, 0.298645, -0.292199, -0.908532
img38.JPEG, 0.1694, -179.4894, -87.4266, -0.511554, 0.811757, -0.030715, -0.004243, 0.691038, 0.722804, 0.002011, 180.4862, 0.691044, 0.72281, 0.002011
img39.JPEG, -112.3816, 54.8055, 102.4165, 0.665836, 0.715392, 0.227008, -0.011419, 0.661745, 0.414516, -0.624611, 181.3086, 0.661789, 0.414543, -0.624652
img40.JPEG, -105.7556, 16.1527, 102.2327, -0.286934, -0.915886, -0.806252, -0.287895, 0.561567, 0.561293, -0.535452, 213.4639, 0.586394, 0.586107, -0.559125
